q1,q2_1,q2_2,q2_3,q2_4,q2_5,q2_6,q2_7,q2_99,q3_1,q3_2,q3_3,q3_4,q3_5,q3_6,q3_7,q3_8,q3_9,q3_10,q3_98,q3_99,q3_98_text,q4_1,q4_2,q4_3,q4_4,q4_5,q4_6,q4_7,q4_8,q4_9,q4_10,q4_11,q4_12,dv1_1,dv1_2,dv2_1,dv2_2,dv3_1,dv3_2,dv4_1,dv4_2,dv11_1,dv11_2,dv17_1,dv17_2,dv30_1,dv30_2,dv6_1,dv6_2,dv28_1,dv28_2,dv5_1,dv5_2,dv31_1,dv31_2,dv7_1,dv7_2,dv8_1,dv8_2,dv12_1,dv12_2,dv13_1,dv13_2,dv14_1,dv14_2,dv15_1,dv15_2,dv16_1,dv16_2,dv10_1,dv10_2,dv18_1,dv18_2,dv19_1,dv19_2,dv33_1,dv33_2,dv20_1,dv20_2,dv21_1,dv21_2,dv22_1,dv22_2,dv23_1,dv23_2,dv24_1,dv24_2,dv25_1,dv25_2,dv26_1,dv26_2,dv27_1,dv27_2,dv29_1,dv29_2,dv32_1,dv32_2,dv9_1,dv9_2,dv34_1,dv34_2,q5_1,q5_2,q5_3,q5_4,q5_5,q5_6,q5_98,q5_98_text,q6_1,q6_2,q6_3,q6_4,q6_5,q6_6,q6_7,q6_99,q6_99_text,q7_1,q7_2,q7_3,q7_4,q7_5,q7_6,q7_7,q7_99,q7_99_text,q8_1,q8_2,q8_3,q8_4,q8_5,q8_6,q8_7,q8_99,q8_99_text,q9,q10,q11,q12,q13_1,q13_2,q13_3,q13_4,q13_5,q13_6,q13_7,q13_8,q13_9,q13_10,q13_11,q13_12,q13_13,q13_14,q13_15,q13_16,q13_17,q13_18,q13_19,q13_99,q14_1,q14_2,q14_3,q14_4,q14_5,q14_6,q14_7,q14_8,q14_9,q14_10,q14_11,q14_12,q14_13,q14_14,q14_15,q14_16,q14_17,q14_18,q14_19,q14_20,q15_1,q15_2,q15_3,q15_4,q16,q17,q18,q19,q23_1,q23_2,q23_3,q23_4,q23_5,q23_6,q23_7,q23_7_text,q20,q21_1,q21_2,q21_3,q21_4,q22,prolific_pid,test1,test2,test3,test4,test11,test17,test30,test6,test28,test5,test31,test7,test8,test12,test13,test14,test15,test16,test10,test18,test19,test33,test20,test21,test22,test23,test24,test25,test26,test27,test29,test32,test9,test34
1,1,1,1,1,1,1,1, , ,1, , ,1, ,1,1, ,1, , , ,2,1,2,1,2,3,1,4,3,2,1,1,4,5, , , , ,5,5, , , , ,5,5, , ,5,5,5,5, , , , ,5,5, , , , , , , , ,4,5, , , , ,5,5, , , , , , ,5,5,5,5, , , , , , ,5,5, , ,5,5, , ,5,5, , , , , , , , , ,1, , , ,1, , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1, ,1, , , , , ,1, , , , ,1, , ,1, , , ,2, ,2, , , , , ,1, , , , ,1, , ,2, , , , , , ,3,1,1972,2, , , , , , ,1,None,1, , ,1,1,3,6548f960db60a00d76e92695,1E, , ,4E, , ,30A, ,28F,5F, , ,8E, , , , ,16C, , ,19D, , , ,22E,23A, , , ,27C, ,32A, ,34C
2,1,1,1,1,1,1, , ,1, , , ,1,1,1, , , ,1, ,fries,1,1,1,1,4,4,4,4,4,4,1,1, , , , ,4,4, , ,4,4, , ,4,1,4,4, , ,4,5, , , , , , ,4,4, , , , ,4,5, , , , , , , , ,4,3, , ,4,5, , , , ,4,4, , ,4,1, , ,4,5, , ,4,3, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,4, , , , , , , , , , , , ,7,1,1988,2, , , , , , , , ,1,1, , , ,6,66fb245e0d8b295716def17c, , ,3D, ,11A, ,30A,6A, ,5F, , , ,12E, , ,15E, , , , ,33E, ,21A, , ,24F, ,26F, ,29E, ,9F, 
1,1,1,1,1,1,1, , ,1, , , , ,1,1, ,1,1, , , ,2,3,1,1,4,4,4,4,2,1,1,1, , ,4,5, , ,4,4, , , , ,4,4, , ,4,5,4,5, , , , ,4,4, , , , ,4,5, , , , , , , , , , ,4,3, , , , ,4,4,2,3, , , , , , ,4,4,5,5, , ,4,3, , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , ,1, , , , , , ,1,1,1, , , , , ,1, , , , ,3, , , , , , ,2,2,1, , , , , ,3, , , , , , , ,7,2,1985,2, , , , , , , , ,1, , ,1, ,24,5ff082234cfb7df5d6371e99, ,2B, ,4E, , ,30B, ,28D,5C, , ,8E, , ,14E, , , , , ,33F, , ,22B,23F, , , ,27D,29D, ,9A, 
1,1,1,1,1,1,1,1, ,1, , , , ,1,1,1,1, , , , ,2,2,1,1,2,4,4,4,4,1,1,1,3,4, , , , ,4,5, , , , ,3,3,3,4, , ,4,5, , ,3,3, , , , , , , , ,3,4, , , , , , , , ,4,4,5,5, , , , ,4,3, , , , ,3,3, , ,3,4, , ,4,4, , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , , , , , ,1, , ,1, ,1, , , , , ,1, , , , , , , , ,5, , ,2, ,2, , , , , ,2, , , , , , , ,7,2,1979,2, , , , , , , , ,1, , ,1,1,34,66f55772a7312a23f27b3196,1E, , ,4A, , ,30D,6B, ,5A, ,7C, , , , ,15F, , , , ,33C,20D, , ,23D, , ,26E, ,29A, ,9E, 
1,1,1,1,1, ,1,1, ,1, , , ,1,1,1, , ,1, , , ,1,2,4,1,4,4,4,4,4,1,2,4, , , , ,4,5,3,5, , , , ,5,1, , ,2,5, , ,4,2,3,4, , , , , , , , , , ,3,3, , ,5,3, , , , , , , , ,4,3,4,3, , , , , , ,3,3, , ,5,5,5,5, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , , , ,1,1,1, , , , , , ,1,1, , , , ,1, , , , ,3,2,5, , , , , , ,4,2, , , , ,1, , , , , ,7,1,1981,1, , , , , , ,1, ,2, , , , ,5,5b5a822e1ad8270001c4f28d, , ,3D,4B, , ,30A, ,28B, ,31E,7D, , , , , ,16E, ,18C, , , , ,22A,23E, , , ,27E, ,32B,9B, 
1,1,1,1,1,1,1,1, ,1,1, , , ,1,1, ,1,1, , , ,4,4,1,1,1,4,4,4,4,1,1,1,2,4, , , , , , ,3,4, , ,3,4,4,4, , , , ,3,4, , ,3,4, , , , , , ,2,2, , ,3,4, , , , , , ,3,5, , , , , , , , ,1,2, , ,3,3,3,4, , , , ,3,4, , ,1,1, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,3,4, , , , , , ,1,1,1, ,1, , , , , , , , , , , , , , , ,5,5,3, ,3, , , , , , , , , , , , , , , ,7,2,1971,2, , , , , , ,1,None,2, , , , ,10,674cca92742faa4642a6e9c7,1C, , , ,11B, ,30F,6E, , ,31B, ,8B, , , ,15B, ,10B, , , ,20C, , , , ,25F, ,27A,29C, , ,34B
1,1,1,1,1,1,1, , ,1,1, , , ,1,1,1,1, , , , ,1,1,4,1,1,4,4,4,3,3,1,1,4,4, , , , , , ,4,4, , ,4,4, , ,4,4, , ,4,5,5,4, , , , , , , , ,4,4, , ,5,5, , , , , , , , ,5,5, , , , , , ,2,2,4,3, , , , ,4,4, , ,4,4, ,1, ,1, , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,4,3, , , , , , , ,1,1, ,1, ,1,1,1, ,1, , ,1, , , , , , , ,5,5, ,3, ,2,3,3, ,3, , ,4, , , ,3, , ,7,2,1970,2, , , , , , , , ,1, , , ,1,46,665d3b8935ef56ce74c4761f,1D, , , ,11E, ,30E, ,28F, ,31C,7F, , , , ,15A, ,10C, , , , ,21F, , , ,25B,26B, , ,32D, ,34B
1,1,1,1,1,1,1,1, ,1,1, , ,1, ,1,1, ,1, , , ,1,1,1,1,1,3,3,3,3,2,1,1, , ,4,5, , , , ,2,3, , ,4,2, , ,3,5,5,5, , , , , , ,4,4,5,4, , , , , , , , , , , , ,5,5,5,5, , , , , , , , ,5,1, , ,4,3,4,5, , ,3,4, , ,1, , ,1,1, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , ,1, , , ,1, , , , ,1, , , ,1, , , , , , , , , , ,1, , , , ,2, , , ,3, , , , , , ,2,1, , ,7,1,1991,2, , , , , , , , ,2, , , , ,33,5fc3d41149c0c8728f07b95b, ,2F, , ,11E, ,30D, ,28C,5A, , , ,12A,13E, , , , , , ,33A,20A, , , , ,25A, ,27E,29B, ,9E, 
1,1,1,1,1,1,1,1, ,1, , , ,1,1,1, ,1,1, , , ,1,4,1,1,4,4,4,4,4,4,1,1, , , , ,5,5,5,5, , , , ,5,5,5,5, , ,5,5, , ,5,5, , , , ,5,5, , , , , , , , , , , , ,5,5,5,5, , , , , , ,5,5, , , , ,5,5,5,5, , ,5,5, , ,1, ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , ,1, ,1,1,1,1,1,1,1,1,1,1,1,1, , , , , , ,1, ,3,2,3,2,1,1,2,1,3,3,2,1, , , , , ,1, , , ,7,1,1970,2, , , , , , ,1,None,1, , , ,1,36,64c2bb6ce9c40ddb6650e63e, , ,3F,4E, , ,30A,6C, ,5E, ,7A, , ,13C, , , , , , ,33D,20B, , , ,24E, , ,27F,29A, ,9C, 
1,1,1,1,1,1,1,1, ,1, , , , , ,1,1,1,1, , , ,1,4,1,1,4,4,4,4,4,4,1,1,4,4, , , , , , ,4,4, , ,4,2,4,5, , , , ,4,4, , ,4,4, , , , , , ,4,5, , , , , , , , ,4,3,4,4, , , , ,2,2, , , , , , ,4,4, , ,4,3,4,4, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , , , , ,1,1, , ,1,1,1, , , , , , , , , , , , , ,4,5, , ,3,3,3, , , , , , , , , , , , , ,7,2,1988,2, , , , , , , , ,1, ,1, , ,1,667dc345297b040fa844727a,1C, , , ,11D, ,30C,6A, , ,31A, ,8F, , , ,15A, , , , ,33A,20C, , ,23C, , , ,27F, ,32F,9B, 
2,1,1,1,1,1,1, , ,1, , , , , ,1, , , , , , ,2,1, ,1,1,2,1,2,2,1,1,1, , ,4,4, , , , ,2,1, , ,4,4,2,2, , , , ,5,4,2,2, , , , , , ,1,2, , , , , , , , ,2,2, , , , ,2,1, , ,4,3, , , , ,5,4, , ,4,3, , , , ,2,3, , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1, ,1,1, , , , ,1, ,1, , , ,1,1, , , ,5,3, ,4,2, , , , ,2, ,3, , , ,3,2, , , , , , , ,7,1,1981,2, , , ,1, , , , ,2, , , , ,38,67e6ab0195afe547df3e3f34, ,2C, , ,11F, ,30E,6D, , ,31D,7C, , , ,14B, , , , ,19E, , ,21A, ,23F, , ,26C, ,29A, , ,34E
1,1,1,1,1,1,1, , ,1, , , , , , , ,1, , , , ,2,1,1,1,4,4,4,4,4,4,1,1, , , , ,1,1,1,1, , , , ,1,1, , ,1,1, , ,1,1, , ,1,1, , , , ,1,1, , , , , , , , , , ,1,1, , ,1,1, , , , ,1,1, , ,1,1, , , , ,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,6, , , , , , , , , , , , , , ,99,2,1982,2, , , , , , , , ,2, , , , ,49,5c3d504ede04ad0001d8be54, , ,3E,4A, , ,30F, ,28C, ,31F, ,8F, , ,14A, , , , , ,33C, ,21C, , ,24C, ,26F, , ,32C,9B, 
1,1,1,1,1,1,1, , ,1,1, , ,1, ,1,1,1,1, , , ,1,3,1,1,1,4,1,3,4,2,2,1, , ,4,5, , ,4,5, , , , ,4,4,4,5, , ,4,5, , ,4,5, , , , , , ,4,4, , , , , , , , ,5,4, , , , , , ,4,3, , ,3,3, , , , ,4,3, , ,4,4, , ,4,4, , ,1,1, , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , ,1, ,1,1, ,1, , , ,1, ,1, , ,1, , , , , ,2, ,3,2, ,2, , , ,2, ,2, , ,2, , , , , ,6,1,1992,1, , , , , , , , ,2, , , , ,10,58f3760092ac81000154f8af, ,2D, ,4C, , ,30F,6E, ,5A, ,7F, , , ,14B, , , , ,19F, , , ,22E, ,24B, , ,27F, ,32D, ,34C
2,1,1,1,1,1,1,1, ,1,1, , , , ,1, ,1, , , , ,4,2,2,2,3,4,4,4,4,4,1,1, , , , ,1,1, , ,1,3, , ,3,1, , ,4,3,1,1, , , , ,1,1, , , , , , , , ,2,4,1,2, , , , , , ,1,3, , , , ,1,1, , , , , , ,2,1,3,4, , , , ,1,2, , , , , ,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , ,2,4, , ,1,1, , , ,1, ,1, ,1, ,1,1,1,1,1, , ,1, ,3,3, , , ,3, ,3, ,3, ,3,3,3,3,3, , ,3, , , , , ,7,1,1989,2, , , , , , , , ,2, , , , ,26,69137e0b6a2740a5eb01b183, , ,3C, ,11A, ,30F, ,28D,5B, , ,8D, , , , ,16D,10B, , , ,20B, , ,23D, , , ,27A,29C, , ,34C
1,1,1,1,1,1,1, , ,1,1, ,1, ,1,1, ,1, , , , ,1,3,1,1,1,4,4,4,4,1,1,1,5,5, , , , ,5,5, , , , ,5,3, , ,4,5, , ,5,4, , ,5,5, , , , , , , , ,5,5, , , , , , ,5,4,5,5, , , , , , ,2,2, , ,5,3, , ,5,5, , ,5,5, , ,1, , ,1, , , , ,1, , , , , ,1, , , , , , , , , , , ,1, , , , , , , , ,3,2, ,2,1, , , ,1,1,1, , ,1,1,1,1,1,1, ,1,1, , ,4, , , ,3,5,4, , ,3,1,4,2,3,3, ,3,4, , ,2,1, ,1,7,2,1981,2, , , , , , , , ,1, , ,1,1,14,660dfb0b513cd3c8af03656e,1D, , ,4E, , ,30A, ,28E, ,31E, ,8F, , , , ,16F, , , ,33F,20D, , , ,24B, ,26B, ,29D, ,9A, 
2,1,1,1,1,1,1, , , ,1, , , , ,1, , , , , , ,4,4,2,1,4,4,4,4,4,4,1,1, , ,3,5, , , , ,4,5, , ,4,2,4,5, , , , ,4,5, , , , ,4,5, , , , , , ,4,4, , , , , , ,4,5, , , , ,4,5, , , , ,1,2, , ,4,5, , ,4,5,4,5, , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , ,4, , , , , , ,1, , , , ,1, , ,1, , , , , , , , , , , ,2, , , , ,2, , ,2, , , , , , , , , , , ,99,1,2001,1, , , , , , ,1,None of the Above,2, , , , ,45,62b23ec52d823af70d023ca2, ,2F, , ,11E, ,30B,6B, , ,31D, , ,12E, , , ,16F, , , ,33D, , ,22F, , ,25C, ,27F, ,32E,9F, 
1,1,1,1,1,1,1,1, ,1,1, ,1, ,1,1,1,1,1, , , ,1,1,1,1,1,4,1,4,2,1,1,1, , ,4,4, , , , ,4,3, , ,4,2,4,4, , ,4,5, , , , , , ,4,2,2,2, , , , , , , , ,4,1, , , , , , ,4,4, , , , ,2,2, , ,5,2, , , , ,4,3,4,4, , , , ,1,1, , , , , , , ,1, , , , , , , , , , , , , , ,1, , , , , , , , ,2,2, ,4, ,1,1, , ,1,1, , , , ,1,1,1,1, ,1, , , , ,3,3, , ,3,2, , , , ,3,3,3,2, ,3, , , , , , ,3,7,2,1988,2, , , , , , , , ,1, ,1, , ,10,664dfa7dc9b2a0473cacdd81, ,2A, , ,11B, ,30B,6B, ,5F, , , ,12B,13A, , , , ,18B, , , ,21F, , ,24D, ,26F, , ,32F,9C, 
1,1,1,1,1,1,1,1, ,1, , , ,1,1,1, , ,1, , , ,1,3,2,1,3,4,4,4,4,3,2,2, , , , ,2,3,2,3, , , , ,4,4, , ,4,4,4,4, , ,3,4, , , , , , ,2,4, , , , , , ,4,2, , , , , , ,4,4, , ,1,3, , , , , , ,2,3,3,3, , , , ,3,4, , , ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , ,1, , , , ,1,1,1, ,1,1,1,1,1, ,1,1, , , ,2, , , , ,3,2,3, ,4,4,3,2,4, ,6,4, , , , , ,6,2,1979,2, , , , , , , , ,2, , , , ,4,66293da691cec8862619b1dc, , ,3C,4E, , ,30D, ,28F,5E, ,7E, , , ,14D, , , ,18C, , , ,21E, ,23E, , , ,27B,29E, , ,34D
1,1,1,1,1,1,1, , ,1,1, , , ,1,1,1, ,1,1, ,Chicken Patties/Chicken Nuggets,1,1,4,1,3,1,4,4,4,1,1,1, , ,5,4, , , , ,4,4, , ,5,2,5,5, , ,4,5, , , , ,4,5, , ,4,2, , , , , , ,4,5, , , , , , ,5,5, , , , , , , , ,4,2,4,2, , , , ,5,2, , ,4,4, , , ,1,1, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,3,2, , , , , , ,1, , , , ,1, , , ,1, ,1, , ,1, , , , , ,3, , , , ,2, , , ,4, ,2, , ,4, , , , , ,7,1,1993,1, , , , , , , , ,2, , , , ,5,5b2fda4e530770000105a60a, ,2C, , ,11D, ,30B,6D, ,5C, , ,8C, ,13F, , , ,10E, , , ,20F, , , , ,25E,26B, , ,32A, ,34D
1,1,1,1,1,1,1,1, ,1, , , , , ,1, ,1, , , , ,1,1,1,1,2,3,4,4,4,4,1,1,3,4, , , , ,4,5, , , , ,4,3, , ,4,5, , ,5,4, , ,3,3, , ,2,2, , , , , , , , , , ,2,3, , , , , , ,2,2,4,3, , , , ,4,1, , , , ,5,5, , ,3,3,1, , ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , , , , , ,1, ,1, , , ,1, ,1, ,1, , , , , , , , , ,5, ,3, , , ,4, ,4, ,3, , , , ,3, , , ,5,1,1989,1, , , ,1, , , , ,2, , , , ,45,63d165bb3190f492951fa6ad,1D, , ,4C, , ,30D, ,28A, ,31D, ,8B, ,13B, , , , , ,19A, , , ,22F,23A, , ,26C, , ,32E, ,34F
1,1,1,1,1,1,1,1, ,1, ,1, , ,1,1,1,1,1, , , ,1,1,1,1,1,3,3,3,4,2,2,2, , , , ,5,5,3,4, , , , ,5,4,4,5, , ,4,5, , , , , , ,3,4, , , , ,4,5, , , , , , , , ,5,5, , , , ,4,5, , , , ,5,4, , ,3,5,5,5, , ,4,4, , , , , ,1, , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,4, ,3, , , , ,1, , , , , , , , , ,1, , , , , , , , , ,4, , , , , , , , , ,2, , , , , , , , ,2, ,7,2,1974,3, , , , , , ,1,None,2, , , , ,19,5ec00f62cf12be40ea6fe344, , ,3B,4F, , ,30F,6F, ,5B, , , ,12B, , ,15D, , , , ,33B, , ,22E, , ,25F, ,27E,29D, ,9E, 
1,1,1,1,1,1,1,1, ,1, ,1,1, ,1,1, ,1,1, , , ,2,1,1,1,4,4,4,4,4,2,1,2, , ,4,4, , , , ,4,4, , ,4,2,4,4, , ,4,4, , ,4,4, , , , ,2,2, , , , , , , , ,4,2, , , , ,4,4, , , , , , , , ,5,4,4,2, , , , ,4,4, , ,4,4, ,1,1,1,1, , , , , , , , , , , , ,1, , , , , , , , , , , , ,1, , , , ,4, ,4,5, , , , , , , ,1, , , , , ,1, , , , , , , , , , , , , ,1, , , , , ,1, , , , , , , , ,1, ,99,1,1983,1, , ,1, , , , , ,2, , , , ,5,65aea778b89350ece997a1d7, ,2E, , ,11A, ,30E,6C, ,5D, ,7E, , ,13A, , , , ,18C, , ,20D, , , , ,25C,26E, , ,32C, ,34B
1,1,1,1,1, ,1,1, , ,1, ,1,1,1,1,1,1,1, , , ,1,2,1,1,1,2,4,4,4,1,1,1, , ,5,5, , ,4,5, , , , ,4,1,4,5, , ,2,5, , , , ,5,5, , , , , , , , ,5,5, , , , ,5,5, , ,5,5, , , , , , , , ,5,3,2,1, , ,4,5, , , , ,2,5, , , , , , , , , ,1, , , , , , , , , , , , , , , , ,1, , , , , , , , , ,2, ,3, , , , ,1, , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , ,3,4,1,1993,1, , , , ,1, , , ,2, , , , ,10,5fed2b3a351a26a9adf2be3b, ,2A, ,4C, , ,30C,6C, ,5F, , ,8A, , , , ,16C, , ,19F, ,20B, , , , ,25F,26E, ,29C, , ,34F
2,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1, , , , ,2,1,1,1,1,1,1,1,2,1,2,1, , ,5,5, , ,5,5, , , , ,5,5, , ,5,5, , ,5,5,5,5, , , , ,5,5, , , , , , , , ,5,5, , , , ,5,5, , , , , , ,5,5, , , , ,5,5, , ,5,5,5,5, , ,1, , ,1,1, , , , , ,1, ,1, , , , , ,1, , , , , , , , ,1,1, , , , , , ,1,1,1,1,1, , ,1, ,1,1, , ,1, ,1,1,1, , ,1, ,1, ,2, , ,2, ,2,2, , ,2, ,2,2,2, , ,2, ,2, ,2, , , ,1,1,1992,2, , , , , , , , ,1, ,1, , ,33,67a95d468d14bd6324b4bbba, ,2C, ,4D, , ,30C, ,28D, ,31B,7B, , ,13E, , , , ,18E, , ,20D, , , ,24E, , ,27D, ,32B,9D, 
2,1,1,1,1,1,1, , ,1, , , , ,1,1, ,1, , , , ,2,2,1,1,1,4,4,4,4,1,1,1, , , , ,4,4,4,5, , , , ,4,2,4,5, , , , ,4,4,3,4, , , , , , , , ,3,2, , , , ,4,2, , , , , , , , ,4,4,2,4, , , , ,5,4, , ,4,4, , , , ,5,5, , , ,1, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , , , , , , , , ,1, ,1,1,1,1, , , , , , , , , , , , , , ,2, , ,4,3,3, , , , , , , , , , ,7,2,1973,2, , , , , , , , ,2, , , , ,10,5be8d4af25507300010dd4e4, , ,3E,4F, , ,30D,6E, , ,31C,7C, , , , ,15B, , ,18E, , , , ,22A,23B, , ,26D, ,29A, , ,34B
2,1,1,1,1,1,1,1, ,1, , , , ,1,1, ,1, , , , ,4,4,3,1,4,4,4,4,4,4,3,3, , , , ,5,5, , ,3,4, , ,5,4,4,4, , ,5,5, , , , , , ,5,5, , , , , , ,2,3, , , , ,4,3, , , , ,5,5, , ,3,4, , , , , , ,5,4, , ,5,4,4,4, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , , , , , , ,1, ,1, , , , , , , , , , , , , , , , , ,3, ,3, , , , , , , , , , , , , , , ,6,1,1974,2, , , , , , , , ,1, , ,1,1,51,5bf4afe0b8e9f800014c9c0b, , ,3B, ,11C, ,30E,6C, ,5C, , , ,12D, , , ,16A, , ,19B, , ,21C, ,23C, , , ,27A, ,32F,9B, 
1,1,1,1,1,1,1,1, ,1,1, , , ,1,1,1,1,1, , , ,1,4,1,1,4,3,4,1,4,2,1,1, , ,4,5, , , , ,5,4, , ,5,5,4,5, , , , ,5,3, , , , ,5,5,5,5, , , , , , , , ,5,5, , , , , , ,5,5, , ,4,4, , , , ,5,4, , , , ,4,4,5,4, , ,1, ,1, ,1, , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , , , , ,3,4, , , ,1,1,1,1,1,1, ,1,1,1, ,1,1, ,1,1,1, , , ,3,3,3,2,4,4, ,4,2,2, ,4,2, ,2,2,4, , ,1,2, , ,6,1,1992,1, , , , , , , , ,1, , ,1, ,39,662fbb4163d7a1695a748636, ,2B, , ,11B, ,30A,6A, , ,31B, , ,12D,13C, , , , ,18A, , , ,21F, ,23B, , ,26A, , ,32E,9D, 
1,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , ,1,2,1,1,4,3,4,4,4,2,1,2, , ,4,5, , , , ,1,3, , ,4,2, , ,2,4,4,4, , , , ,2,3, , , , , , , , ,4,3,4,4, , , , , , , , ,4,5, , , , , , ,4,3, , ,5,4,3,5, , ,4,3, , ,1, , ,1, , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , , , , ,4,5,5,4, ,1, , ,1, , ,1, ,1,1, , ,1, ,1,1,1, , , ,3, , ,2, , ,3, ,4,4, , ,3, ,3,2,4, , ,3,3, , ,5,2,1987,1, , , , , , , , ,1, , , ,1,21,6648a6c3e5a0dcc0647abd81, ,2E, , ,11E, ,30C, ,28E,5B, , ,8D, , , , ,16E,10F, , , , ,21B, , , ,25A, ,27A,29B, ,9B, 
1,1,1,1,1,1,1,1, ,1, ,1, ,1,1,1,1,1,1, , , ,2,1,1,1,1,4,3,4,3,1,1,1, , , , ,4,5,4,5, , , , ,4,2,3,5, , , , ,4,3, , , , ,4,5, , ,4,5, , , , , , ,4,2, , , , ,4,5, , , , , , ,1,1, , ,3,2, , , , ,4,4, , ,4,5, ,1, ,1,1, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,4, ,5, , , , , , ,1, , ,1, ,1, , , , ,1, , , , , , , , , ,3, , ,3, ,3, , , , , , , , , , , ,4, ,7,4,1985,2, , , , , , , , ,99, , , , ,5,5e27727328b7b698b037ee6c, , ,3D,4A, , ,30B,6D, , ,31E, , ,12D, ,14B, , , ,18B, , ,20C, , , ,24A, ,26A, , ,32A, ,34A
1,1,1,1,1,1, , , ,1, , , , , ,1, , , , , , ,4,4,2,3,4,4,4,3,4,3,2,1, , , , ,3,5, , ,1,4, , ,4,3,3,3, , ,2,5, , ,2,3, , , , , , , , , , ,3,4, , , , , , ,4,3, , ,4,4, , , , , , ,1,3, , ,3,4, , ,4,4, , ,3,3, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,1, , , , ,1, , , , , , , , , , , , , , ,2, , , , ,2, , , , , , , , , , , , , , ,99,1,1997,1, , , , , , ,1,N/A,2, , , , ,33,5faefcc22be93b11829e84df, , ,3F, ,11C, ,30C,6B, ,5C, ,7B, , , , , ,16B, , , ,33C, ,21C, , , ,25E, ,27E, ,32F, ,34F
1,1,1,1,1,1,1,1, , ,1, , , , ,1,1, , , , , ,2,2,1,1,3,4,4,4,4,2,2,2, , , , ,1,4, , ,1,4, , ,4,4,1,2, , ,1,5, , , , ,1,1, , , , , , ,1,3, , , , , , , , ,1,3,3,2, , , , ,1,2, , , , , , ,4,4, , ,4,4,2,3, , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , ,1, , ,1, , , , , , , ,1,1, , , , , , , ,5, , ,6, , , , , , , ,3,4, , , , , , ,7,1,1975,2, , , , , , , , ,1, , ,1, ,45,63d1559f7f3507766170ec2e, , ,3A, ,11D, ,30C,6E, ,5B, , ,8B, , , ,15E, , , , ,33E,20F, , ,23D, , , ,27E, ,32C,9E, 
1,1,1,1,1,1,1, , ,1,1, , , , ,1,1,1, , , , ,1,3,1,1,1,2,1,3,2,3,1,1,4,4, , , , , , ,5,4, , ,5,5, , ,4,3, , ,4,4, , ,4,5, , , , , , ,1,2, , , , , , , , ,5,5,5,5, , , , , , , , ,4,4,5,4, , ,4,5, , , , ,4,5, , ,1,1, , , , ,1, , ,1, , ,1, , , , , , , , , , , , , , , , , , , , ,3,2, , ,1, ,1, , ,1,1, , , , ,1,1, , ,1, , ,1, ,4, ,3, , ,4,2, , , , ,2,2, , ,4, , ,3, , ,3, , ,7,1,1993,2, , , , , , , , ,2, , , , ,30,6680de3494e4607dcf95530d,1C, , , ,11B, ,30B, ,28B, ,31A, ,8E, , , ,15F, , , , ,33A,20E, , , , ,25F,26E, ,29B, , ,34B
